,kim23-hm1-extgenes1000,kim23-hm1-extgenes500,kim23-hm1_STRING12_500TFs,kim23-hm1_STRING12_1000TFs,hhep_STRING12_500TFs,hhep_STRING12_1000TFs,hhep_kim500Network_500TFs,hhep_kim1000Network_1000TFs,kim23-hm1_hhep1000Network_1000TFs,kim23-hm1_hhep500Network_500TFs
GENIE3,0.6514530996371815,0.6597968655050487,0.7782095185499108,0.7595655199021158,0.685747576741331,0.6690484558211602,0.6505476325765185,0.6546476351368251,0.5496952574160673,0.5468775977684
GRNBOOST2,0.6253006879832335,0.6497160045644914,0.7798876016887578,0.7524453574137074,0.6301752007367456,0.6110068450214055,0.6426083739560491,0.6365480817396683,0.5490142026258046,0.5471217604681307
